Interested_Area,programming,Web,Mobile,Software,Linux,UML,UI,Network,Security,Cloud,BigData,ML,Mathematics,Statistics,Support,Topup_Course,choice
Networking,1,3,1,1,9,3,0,10,10,7,4,1,0,3,3,CSN,Network Programmer
Computational  Theory,10,9,6,6,6,6,3,2,2,6,7,7,6,8,4,CS,Network Engineer
Multimedia,1,5,3,0,3,7,6,4,2,3,2,2,0,2,4,IM,Interior Designers
Cyber,0,4,1,2,6,1,1,9,10,8,0,3,4,3,4,Cyber,Network Engineer
Multimedia,4,7,4,3,4,8,8,3,1,1,4,0,4,3,3,IM,Multimedia Developer
Analytics,8,1,3,0,0,6,0,2,0,3,9,5,8,8,0,Data,IT Consultant
Business,0,2,1,3,2,6,3,6,6,7,8,8,1,2,5,ISE,IT Technical Support Officer
Business,0,0,2,0,1,7,3,10,6,6,7,10,1,4,8,ISE,System Developer
IT,9,7,8,6,4,9,7,8,6,6,3,7,10,8,8,IT,Business Analyst
Analytics,8,1,2,2,3,9,0,0,1,0,7,8,6,6,1,Data,Business Analyst
Multimedia,1,7,3,1,0,9,9,0,1,0,3,4,4,2,0,IM,Game Developer
Computational  Theory,8,7,8,9,6,9,2,0,3,9,10,7,6,8,0,CS,Network Engineer
Networking,1,1,2,4,6,3,0,9,6,10,3,2,0,0,3,CSN,Information Systems Auditor
Cyber,4,2,2,2,7,4,0,9,6,10,3,4,2,3,2,Cyber,Risk Specialist
Systems,0,3,3,4,10,2,3,6,4,4,0,4,8,9,5,CSE,Industrial Engineer
Analytics,10,4,0,2,1,6,1,1,2,1,10,6,8,7,1,Data,AI Engineer
Systems,0,0,2,4,7,1,2,7,0,4,3,1,6,9,9,CSE,Systems Security Analyst
Analytics,6,3,2,3,1,7,2,0,1,4,10,6,7,6,3,Data,Data Analyst
IT,8,8,10,6,4,9,9,9,10,9,4,8,8,9,9,IT,Support Engineer
Networking,3,1,2,0,8,3,1,7,10,7,4,0,3,4,0,CSN,Network Engineer
Systems,1,0,4,4,6,4,4,10,2,3,1,2,10,6,9,CSE,Systems Security Analyst
Business,0,3,4,3,1,7,4,9,6,10,6,6,4,3,6,ISE,Systems Analysts
Analytics,7,1,2,1,0,10,4,3,1,0,8,7,9,9,1,Data,Data Consultant
Cyber,3,0,0,4,8,2,4,9,8,6,0,1,2,3,4,Cyber,Forensics Investigator
Networking,4,2,1,2,6,1,4,7,7,7,1,2,0,3,1,CSN,Infrastructure Engineer
Business,1,4,2,4,3,6,4,10,6,9,6,9,0,2,5,ISE,Business Analyst
Cyber,3,1,0,4,9,0,4,6,8,6,0,0,3,0,4,Cyber,Network Security Engineer
Cyber,0,3,3,4,6,2,3,6,9,9,2,1,4,4,2,Cyber,Penetration and Vulnerability Tester
Computational  Theory,9,7,10,9,10,6,4,4,1,7,10,6,10,8,4,CS,Network Engineer
Networking,3,0,1,1,9,0,4,10,7,6,1,2,1,1,4,CSN,Database Administrator
Business,2,4,0,3,0,6,4,9,9,9,7,9,3,2,6,ISE,Information Security Analyst
Cyber,2,4,4,1,9,1,3,9,10,6,0,2,4,3,0,Cyber,Forensics Investigator
Systems,0,0,4,1,9,4,4,10,4,4,2,3,10,9,7,CSE,Industrial Engineer
Cyber,3,0,1,0,6,0,4,8,6,8,3,1,3,3,4,Cyber,Security Engineer
Programming,7,8,9,7,1,3,7,3,3,10,0,8,8,6,0,SE,Game Developer
Systems,4,3,4,3,10,4,2,10,1,2,4,0,7,7,10,CSE,Network Engineer
Networking,2,4,4,0,6,1,0,8,10,7,0,2,2,0,4,CSN,Network Engineer
Systems,1,0,2,0,10,3,0,10,4,2,4,4,10,10,6,CSE,Network Security Specialist
Cyber,0,4,0,0,8,4,4,9,6,6,1,3,1,1,1,Cyber,Information Assurance Engineer
IT,8,7,7,9,0,9,10,8,6,6,4,9,7,8,7,IT,Data Analyst
Multimedia,3,6,1,1,1,8,8,1,3,0,0,3,1,2,0,IM,Interior Designers
Business,4,3,1,0,1,6,3,9,10,7,10,9,1,4,10,ISE,Information Security Analyst
Cyber,0,2,3,3,6,2,2,8,10,7,4,1,2,2,4,Cyber,Security Administrator
Business,1,3,1,4,4,6,4,6,9,7,10,6,0,1,9,ISE,Systems Analysts
Computational  Theory,7,5,6,8,10,6,1,3,0,6,7,9,9,7,3,CS,Software Engineer
Multimedia,1,9,1,2,2,8,8,3,4,1,1,2,2,0,4,IM,Game Concept designer
Multimedia,0,5,1,3,0,6,10,3,0,3,1,2,0,4,1,IM,3D Visualizer
Analytics,7,0,3,2,1,6,4,3,1,1,7,7,10,10,0,Data,Business Analyst
Systems,4,4,3,2,6,2,2,10,3,1,3,3,8,9,10,CSE,Industrial Engineer
IT,6,10,8,6,1,8,7,8,10,9,4,10,7,9,7,IT,Support Engineer
Analytics,6,3,0,3,0,7,4,2,3,4,7,7,6,7,1,Data,Data scientist
Business,1,3,1,4,1,9,0,10,6,6,5,7,2,0,9,ISE,IS Auditor
Networking,4,2,0,1,9,2,2,6,9,10,2,0,4,3,2,CSN,Database Administrator
Business,4,4,2,2,1,9,0,10,7,6,6,10,2,4,10,ISE,System Developer
Systems,0,0,0,0,7,4,2,8,2,2,1,3,10,6,8,CSE,Computer Hardware Engineer
Multimedia,2,8,4,0,0,10,10,2,0,3,1,1,4,2,1,IM,Game Concept designer
Systems,4,3,4,3,10,4,4,9,3,4,1,2,8,8,8,CSE,Systems Security Analyst
Analytics,7,2,2,4,3,8,1,1,2,3,6,9,7,6,0,Data,Data Consultant
Programming,9,7,9,9,3,3,10,4,1,6,3,6,6,8,4,SE,ERP Consultant
Programming,6,10,8,6,4,4,7,3,0,6,2,9,6,10,0,SE,Application Engineer
Analytics,6,4,1,0,2,9,0,1,2,1,6,7,7,8,0,Data,IT Consultant
Cyber,0,3,4,0,6,4,2,7,9,7,4,0,0,3,0,Cyber,Security Architect
Systems,3,3,4,0,6,4,2,8,2,4,0,4,10,8,6,CSE,Aeronautics Engineer
Systems,2,1,1,3,6,1,2,9,0,4,2,1,7,8,10,CSE,Computer Support Specialist
Networking,3,0,3,1,10,0,0,8,8,10,0,4,2,2,0,CSN,Cloud Engineer / Architect
Programming,7,7,8,9,3,4,10,1,1,6,4,7,10,8,3,SE,Software Architect
Networking,1,0,4,3,8,1,1,8,9,9,4,4,0,1,4,CSN,Database Administrator
Cyber,3,1,3,0,7,2,0,7,8,6,0,1,4,0,0,Cyber,Firewall Administrator
IT,8,10,9,7,1,10,10,7,10,8,1,9,7,9,5,IT,Infrastructure Engineer
IT,7,5,10,6,1,9,10,7,10,8,0,10,8,7,8,IT,Operations Engineer
Computational  Theory,10,6,10,6,7,10,3,1,1,9,10,7,6,8,4,CS,Web Designer
Analytics,8,1,4,4,2,8,3,0,2,2,10,6,10,6,1,Data,Business Intelligence Engineer
Analytics,9,2,2,3,2,6,2,4,2,1,5,6,7,10,0,Data,Business Intelligence Engineer
Computational  Theory,6,5,6,10,8,7,0,2,2,7,9,8,9,8,1,CS,Web Designer
Cyber,4,3,2,2,6,4,0,7,6,6,3,2,4,0,4,Cyber,Application security engineer
IT,6,6,6,9,2,7,6,10,7,7,0,6,10,7,10,IT,TechOps EngineerDevops Engineer
Business,0,2,1,2,4,7,3,8,7,8,6,5,2,3,8,ISE,Data Analyst
Networking,2,4,2,1,9,0,3,10,6,10,1,0,4,1,3,CSN,Endpoint Engineer
Networking,2,1,1,2,10,4,1,8,8,9,4,0,4,4,3,CSN,Embedded Systems Designer
Computational  Theory,9,5,7,6,9,10,0,0,2,10,10,10,7,9,1,CS,Data scientist
Business,0,0,4,0,0,6,3,9,8,7,9,9,4,2,8,ISE,Information Security Analyst
IT,8,10,10,7,0,9,9,8,9,10,4,7,10,7,7,IT,Software Engineer
Networking,0,1,0,0,7,2,4,10,6,6,2,3,1,0,4,CSN,Network Administrator
Cyber,1,1,0,2,8,4,4,6,6,9,4,1,2,0,2,Cyber,Network Engineer
Computational  Theory,8,5,7,9,7,6,0,4,2,8,6,8,8,10,1,CS,ML Engineer
Networking,4,3,4,3,10,4,0,7,10,10,2,1,2,1,2,CSN,Cloud Engineer / Architect
Systems,2,3,0,2,8,0,4,8,4,0,4,1,9,8,10,CSE,Network Security Specialist
Multimedia,4,7,4,1,0,8,7,1,2,4,1,3,1,4,4,IM,Game Developer
Multimedia,1,9,2,0,0,6,7,3,4,2,2,1,0,1,3,IM,Interior Designers
Business,4,3,3,3,1,9,2,6,9,6,6,10,0,1,7,ISE,Business Consultant
Networking,1,4,3,3,8,2,3,10,9,10,2,0,2,2,1,CSN,Network Engineer
Multimedia,1,6,1,4,3,6,8,4,0,4,4,2,3,1,3,IM,Multimedia Programmer
IT,8,7,8,6,3,9,10,10,10,8,3,10,8,6,9,IT,Infrastructure Engineer
Cyber,2,0,1,3,7,4,2,6,6,9,1,3,2,3,0,Cyber,Penetration and Vulnerability Tester
Systems,4,4,2,1,9,2,4,9,4,3,1,2,9,6,10,CSE,Computer Hardware Engineer
Multimedia,0,10,3,3,3,6,6,3,4,4,1,2,4,0,4,IM,3D Visualizer
Networking,1,2,4,0,6,3,0,8,8,6,0,3,0,3,3,CSN,Cloud Engineer / Architect
Systems,1,1,3,0,7,0,0,6,4,0,4,3,7,7,10,CSE,Aeronautics Engineer
Multimedia,1,10,1,1,1,7,9,0,2,4,2,2,0,0,0,IM,Interior Designers
Networking,3,1,3,3,8,2,3,9,7,7,2,0,3,1,2,CSN,Information Security Manager
Networking,3,3,4,0,10,2,1,8,9,10,4,4,2,3,1,CSN,Infrastructure Engineer
IT,7,7,10,6,2,8,9,7,8,8,4,9,6,9,5,IT,Operations Engineer
Business,1,4,3,4,3,9,3,9,9,7,5,7,0,3,6,ISE,IT Technical Support Officer
Business,1,3,1,1,3,7,2,8,7,10,8,7,4,1,9,ISE,Data Analyst
Systems,2,1,3,1,9,1,4,10,4,0,3,4,6,9,6,CSE,Computer System Design Engineer
Multimedia,0,7,0,0,3,7,8,4,4,0,3,3,4,2,1,IM,Multimedia Programmer
Cyber,1,4,1,3,6,0,4,9,8,9,0,0,3,3,0,Cyber,Security Administrator
Business,4,3,4,0,0,9,3,9,8,10,8,6,1,0,9,ISE,IS Auditor
Analytics,7,4,0,2,4,10,2,4,0,0,7,10,9,7,3,Data,Database Admin
Business,1,2,2,1,0,7,4,6,8,7,8,10,3,4,8,ISE,IS Auditor
Networking,1,3,1,4,6,4,4,7,6,7,2,1,1,1,0,CSN,Network Administrator
Programming,6,8,8,6,3,0,6,2,4,10,0,6,9,7,1,SE,ERP Consultant
IT,6,5,6,6,4,6,10,10,6,8,3,6,10,9,10,IT,Cloud Engineer
Cyber,1,1,4,0,8,4,2,6,6,10,0,3,1,4,2,Cyber,Secure Software Developer
Computational  Theory,6,5,6,8,9,7,2,2,1,7,10,5,8,10,1,CS,Technical Consultant
Programming,7,10,9,10,4,1,6,3,4,7,4,8,9,8,1,SE,Software Architect
Business,2,4,3,0,3,8,2,9,10,10,10,7,1,4,8,ISE,Database Administrator
Business,3,2,4,3,2,7,3,7,7,6,9,8,1,0,10,ISE,Database Administrator
Multimedia,3,6,4,0,1,10,7,3,3,3,0,3,4,1,2,IM,Multimedia Programmer
Multimedia,4,10,3,0,1,6,7,1,0,4,1,0,1,2,4,IM,Game Developer
Analytics,7,2,3,3,1,6,1,2,3,1,5,6,10,6,2,Data,Data Consultant
Networking,0,4,0,4,8,3,2,7,6,10,4,0,0,1,2,CSN,Embedded Software Designer
Multimedia,4,6,2,1,4,6,6,2,3,2,3,1,1,4,3,IM,3D Visualizer
Programming,10,5,9,8,0,0,8,0,3,10,0,8,7,9,4,SE,Software Architect
Business,1,2,3,4,1,8,1,9,7,6,7,6,3,3,6,ISE,Business Analyst
Analytics,10,4,4,0,1,6,3,0,3,3,7,10,10,9,2,Data,IT Consultant
Programming,10,8,9,6,0,4,9,1,0,10,3,10,9,7,4,SE,Product Specialist
Analytics,6,1,4,1,0,10,1,2,0,0,5,7,8,9,1,Data,Data scientist
Analytics,7,2,2,3,4,9,1,3,0,1,10,6,10,8,1,Data,IT Consultant
IT,8,8,6,10,2,7,8,7,8,7,3,6,7,6,6,IT,Web Designer
Computational  Theory,10,10,6,9,6,10,3,2,2,6,10,5,10,10,1,CS,ML Engineer
Programming,10,6,9,6,3,4,9,3,3,10,3,6,10,9,4,SE,Game Developer
Networking,3,2,2,4,8,1,1,6,7,8,1,4,0,2,0,CSN,Communication Engineer
Cyber,4,0,3,2,9,0,3,9,6,10,3,3,4,3,3,Cyber,Penetration and Vulnerability Tester
IT,7,9,9,10,2,8,9,10,10,10,1,10,8,10,10,IT,QA Engineer
IT,10,6,7,10,0,10,10,7,7,10,4,9,7,10,9,IT,Network Engineer
Analytics,6,2,0,3,2,10,3,4,1,3,6,8,9,7,2,Data,DataBase Engineer
Computational  Theory,10,8,10,7,10,7,4,0,0,6,5,5,6,7,3,CS,Network Engineer
Systems,1,1,1,3,10,3,2,7,2,0,0,3,10,8,9,CSE,Network Security Specialist
Systems,4,4,0,2,6,4,2,8,0,4,3,4,7,9,7,CSE,Computer Hardware Engineer
Analytics,8,2,3,2,2,7,4,4,1,3,5,5,6,7,1,Data,AI Engineer
Cyber,0,3,3,0,6,0,1,7,7,10,3,3,2,1,4,Cyber,Security Engineer
Business,3,1,2,1,0,7,0,6,8,9,6,5,1,3,10,ISE,System Developer
Analytics,10,3,2,0,4,8,1,0,3,0,6,9,10,10,3,Data,DataBase Engineer
IT,8,5,9,10,4,7,7,10,10,9,2,6,8,9,9,IT,UX/UI Engineer
IT,8,9,10,6,2,8,10,9,6,10,1,6,6,9,9,IT,UX/UI Engineer
Cyber,0,3,2,1,7,2,0,7,10,8,2,1,0,4,0,Cyber,Network Administrator
Analytics,9,1,1,1,3,6,0,1,4,0,8,7,8,8,4,Data,IT Consultant
Analytics,10,3,3,1,2,7,4,4,4,1,10,10,9,9,0,Data,Business Intelligence Engineer
Analytics,6,3,4,2,4,7,3,3,1,1,7,8,9,8,0,Data,Business Analyst
Cyber,4,3,1,4,9,2,4,9,6,6,1,3,0,2,3,Cyber,Architect-Security
Computational  Theory,9,10,10,6,6,9,3,2,3,8,5,6,10,6,3,CS,ML Engineer
Networking,2,4,2,0,10,0,2,10,8,10,2,1,2,1,2,CSN,Network Designer
Business,4,4,3,0,4,7,4,9,7,9,10,6,2,0,5,ISE,Business Analyst
Analytics,6,3,3,3,0,9,0,3,4,3,6,10,9,8,3,Data,Data Consultant
Programming,7,10,7,6,4,3,6,4,3,8,3,6,7,8,0,SE,Application Engineer
Business,3,1,0,2,1,8,3,10,7,7,8,10,0,4,6,ISE,System Developer
Business,1,4,2,1,4,6,2,8,6,10,8,5,4,0,5,ISE,IS Auditor
Networking,4,3,1,0,6,0,4,10,7,9,1,2,0,0,0,CSN,Firewall Administrator
Networking,1,0,1,4,10,1,0,7,7,7,2,4,3,3,2,CSN,Network Administrator
Cyber,2,0,4,3,7,3,3,10,9,9,2,4,0,1,3,Cyber,Network Administrator
Systems,1,0,2,3,6,1,3,8,3,0,2,1,8,8,9,CSE,Systems Security Analyst
Cyber,2,3,1,3,9,0,3,10,10,6,1,1,3,3,3,Cyber,Information Assurance Engineer
Networking,2,4,2,2,7,2,0,9,6,10,3,2,4,3,2,CSN,Network Engineer
Computational  Theory,9,7,6,10,10,10,4,1,3,9,10,6,8,8,4,CS,Data scientist
Computational  Theory,8,5,9,6,9,7,1,4,2,10,8,9,6,9,1,CS,Technical Consultant
IT,8,8,9,6,2,7,9,9,6,10,1,10,8,9,8,IT,Operations Engineer
Business,3,1,0,4,2,9,1,6,8,7,6,7,0,0,9,ISE,Business Analyst
Cyber,0,3,4,1,7,2,3,6,9,9,0,2,3,1,0,Cyber,Security Engineer
IT,10,7,6,10,4,9,9,9,6,6,2,8,10,7,7,IT,Operations Engineer
Systems,2,2,2,2,7,3,4,8,2,2,3,0,6,7,10,CSE,Systems Security Analyst
Multimedia,0,7,2,2,1,8,6,3,3,4,0,2,3,0,3,IM,UI Engineer
Cyber,3,4,4,3,6,0,0,9,6,8,4,2,0,2,0,Cyber,IT Auditor
Analytics,8,3,3,1,0,10,0,4,0,3,7,7,7,10,4,Data,Business Intelligence Engineer
Business,3,4,2,3,0,10,4,6,10,6,8,7,0,1,5,ISE,Information Security Analyst
Programming,10,8,9,6,2,1,9,4,4,8,3,5,10,8,3,SE,Application Engineer
Multimedia,3,8,3,3,4,8,9,1,1,2,0,0,0,1,0,IM,Game Concept designer
IT,7,7,8,9,1,6,6,10,10,6,2,10,8,10,8,IT,Network Engineer
Programming,6,9,10,6,0,2,9,3,0,7,4,9,6,7,2,SE,UI/UX Engineer
IT,6,5,10,6,0,6,10,8,8,6,4,7,8,8,9,IT,QA Engineer
Systems,3,2,3,4,10,4,3,10,0,4,1,3,7,10,5,CSE,Computer System Design Engineer
Multimedia,4,5,3,1,1,7,9,0,3,1,4,2,3,3,0,IM,Multimedia Programmer
Systems,3,1,2,0,7,4,0,7,1,2,2,4,7,7,7,CSE,Network Engineer
IT,6,5,9,8,3,8,10,7,10,8,1,5,6,9,7,IT,TechOps EngineerDevops Engineer
Systems,4,1,4,4,6,0,0,9,4,2,1,3,8,10,5,CSE,Computer System Design Engineer
Business,1,3,3,1,2,8,3,9,6,8,6,7,0,3,8,ISE,IT Technical Support Officer
Systems,1,3,4,3,10,0,0,9,2,4,1,3,7,9,7,CSE,Computer Support Specialist
Systems,0,4,1,3,9,0,3,6,4,1,4,2,8,8,9,CSE,Computer Hardware Engineer
Analytics,7,2,2,2,1,8,1,2,4,4,10,6,10,7,4,Data,IT Consultant
Business,1,3,4,2,3,7,3,6,6,10,9,7,3,0,9,ISE,Business Analyst
IT,9,9,10,6,0,10,7,10,10,8,2,7,7,7,9,IT,Cloud Engineer
Cyber,1,0,4,3,10,3,2,9,8,6,3,4,2,4,1,Cyber,Secure Software Developer
Analytics,8,4,0,2,3,7,0,1,2,4,9,8,10,6,4,Data,Database Admin
Analytics,8,2,4,1,2,10,3,4,2,3,9,5,9,6,1,Data,DataBase Engineer
IT,6,7,8,7,3,9,9,7,9,8,0,10,8,8,5,IT,Network Engineer
Cyber,1,0,2,4,8,1,3,8,9,10,2,0,3,4,0,Cyber,Network Administrator
Systems,0,0,2,2,8,4,4,10,1,4,2,2,7,7,10,CSE,Industrial Engineer
Business,3,1,0,2,0,8,2,7,7,6,10,7,0,3,5,ISE,System Developer
Business,0,4,4,4,3,6,0,9,8,7,5,6,3,2,7,ISE,IT Technical Support Officer
Programming,8,10,9,10,4,1,10,4,2,8,1,5,7,7,3,SE,UI/UX Engineer
IT,9,6,7,7,4,9,7,8,8,10,4,5,6,6,10,IT,System EngineerUI Engineer
Business,4,4,2,4,2,6,0,6,7,7,8,10,3,3,6,ISE,Database Administrator
Networking,3,3,4,3,10,2,1,9,7,7,1,2,0,3,0,CSN,Network Administrator
Computational  Theory,6,6,10,7,7,6,1,0,4,9,5,9,9,8,0,CS,ML Engineer
Systems,2,2,0,2,7,3,3,9,1,2,4,2,6,9,7,CSE,Aeronautics Engineer
Business,0,1,1,4,0,9,2,6,7,10,9,7,4,4,5,ISE,System Developer
Programming,9,7,6,9,0,0,10,3,2,8,3,9,7,6,4,SE,Software Architect
IT,9,5,8,7,2,9,6,9,6,10,1,9,10,9,6,IT,Cloud Engineer
Computational  Theory,6,10,8,6,9,10,4,4,1,6,8,6,8,9,3,CS,Data scientist
Business,3,0,3,4,3,8,2,10,6,6,10,10,1,4,8,ISE,IT Consultant
Business,1,4,4,1,0,9,1,8,6,8,10,5,3,3,9,ISE,Data Analyst
Computational  Theory,9,6,9,7,6,9,3,0,3,7,8,7,10,7,2,CS,Web Designer
Computational  Theory,7,9,10,6,6,7,3,0,3,8,9,8,10,9,2,CS,Network Engineer
Computational  Theory,8,5,6,10,8,9,2,4,0,10,6,6,9,10,3,CS,Network Engineer
Multimedia,3,6,3,1,0,10,9,1,2,3,0,0,2,1,3,IM,Multimedia Programmer
Multimedia,1,5,1,0,1,8,10,2,2,4,4,3,3,2,2,IM,Multimedia Developer
Systems,0,3,3,0,6,1,1,6,1,4,3,3,6,8,10,CSE,Network Engineer
Systems,1,2,1,4,7,4,4,7,1,4,2,4,9,10,7,CSE,Aeronautics Engineer
Systems,0,2,4,1,8,3,3,6,3,2,3,2,7,6,8,CSE,Computer Support Specialist
Business,0,1,2,1,1,9,3,8,10,8,9,6,0,2,7,ISE,Business Analyst
Business,1,1,4,1,3,6,2,6,8,9,6,10,4,3,5,ISE,Database Administrator
Business,1,3,4,3,3,7,2,10,7,9,6,7,4,2,5,ISE,Systems Analysts
Cyber,3,4,4,1,9,0,2,7,8,6,0,4,0,2,3,Cyber,Information Assurance Engineer
Analytics,10,2,2,0,2,7,0,1,4,3,9,8,10,8,1,Data,IT Consultant
Analytics,6,1,0,1,1,10,3,3,1,2,7,5,6,10,1,Data,AI Engineer
Systems,0,1,4,0,10,3,4,8,2,4,2,3,7,8,7,CSE,Computer Support Specialist
Multimedia,1,9,4,3,1,9,7,3,4,4,0,2,3,0,2,IM,Interior Designers
Analytics,7,2,4,0,2,8,4,3,1,4,6,8,8,7,0,Data,Business Intelligence Engineer
Systems,4,3,4,4,10,0,0,10,0,3,4,0,7,10,9,CSE,Aeronautics Engineer
Analytics,8,2,3,3,3,8,3,0,4,4,6,6,10,6,2,Data,Data Analyst
Cyber,0,2,3,4,10,0,2,7,7,8,1,0,0,2,1,Cyber,Penetration and Vulnerability Tester
IT,6,5,9,9,0,8,10,10,6,6,0,7,9,6,5,IT,Support Engineer
Programming,7,7,6,7,4,0,6,1,2,6,4,5,10,9,3,SE,Application Engineer
Business,2,0,0,3,4,6,0,8,7,9,8,6,0,2,7,ISE,IT Technical Support Officer
Analytics,8,1,0,1,4,9,2,4,2,0,5,5,8,10,0,Data,Data Consultant
Business,2,4,2,2,3,8,2,7,6,9,8,8,1,2,5,ISE,IT Technical Support Officer
Business,2,1,2,2,1,9,3,6,6,9,10,9,2,4,7,ISE,System Developer
Systems,0,4,0,3,10,2,0,7,0,2,4,2,7,9,5,CSE,Network Security Specialist
Analytics,8,4,3,4,1,7,0,0,1,4,6,5,7,7,4,Data,Business Analyst
Computational  Theory,10,6,7,9,6,6,2,0,3,8,7,6,7,6,2,CS,Data scientist
Networking,3,1,1,2,8,4,3,8,6,9,3,2,3,2,1,CSN,Information Security Manager
Business,1,2,2,1,0,6,0,8,9,8,8,6,4,3,5,ISE,IT Technical Support Officer
Cyber,1,0,1,4,8,2,4,8,9,7,0,4,3,0,0,Cyber,Architect-Security
Analytics,6,0,3,2,0,7,3,0,4,1,10,10,6,7,1,Data,ML Engineer
IT,7,7,9,8,4,6,9,9,10,8,0,7,7,8,8,IT,TechOps EngineerDevops Engineer
Systems,2,0,0,1,7,3,4,6,4,3,0,0,10,8,6,CSE,Computer Hardware Engineer
Programming,8,9,7,8,1,0,8,1,1,7,2,8,8,10,2,SE,Software Architect
IT,6,7,8,7,0,6,10,8,6,6,3,8,6,10,5,IT,Business Analyst
Networking,2,4,1,4,7,2,2,9,7,9,1,3,2,4,3,CSN,Information Systems Auditor
Networking,1,2,1,0,10,3,4,8,9,9,0,2,1,0,0,CSN,Network Administrator
IT,10,9,10,6,1,9,10,7,8,10,3,7,8,9,9,IT,QA Engineer
Systems,3,3,3,2,7,0,4,10,1,3,0,4,10,9,10,CSE,Network Engineer
Systems,1,1,0,0,10,4,0,8,4,2,0,4,7,6,8,CSE,Systems Security Analyst
Multimedia,2,10,0,0,4,10,10,3,4,0,4,1,4,3,1,IM,UI Engineer
IT,6,10,6,8,1,8,7,7,9,8,3,6,6,7,8,IT,TechOps EngineerDevops Engineer
Multimedia,2,10,3,2,4,6,6,0,2,2,1,1,0,4,1,IM,Interior Designers
Networking,2,4,0,1,10,4,0,10,10,10,1,0,4,4,1,CSN,Embedded Software Designer
Systems,2,1,0,4,6,0,0,8,0,2,4,2,10,10,7,CSE,Aeronautics Engineer
Computational  Theory,9,5,6,10,6,6,2,3,2,6,10,9,8,8,1,CS,ML Engineer
Computational  Theory,10,7,8,10,6,7,2,1,3,6,8,8,9,6,0,CS,ML Engineer
Networking,1,4,4,3,10,2,1,10,8,8,2,2,3,2,3,CSN,Network Engineer
Analytics,8,1,2,2,2,7,0,0,3,3,6,9,6,9,0,Data,Data scientist
Business,4,1,3,0,2,10,2,9,10,8,8,5,3,4,6,ISE,Business Analyst
Systems,2,4,1,3,7,4,4,7,3,1,4,4,8,8,5,CSE,Computer Support Specialist
Programming,10,7,7,9,1,3,8,0,1,7,1,8,8,7,1,SE,UI/UX Engineer
Systems,0,2,2,4,6,4,3,10,1,4,2,3,7,10,8,CSE,Systems Security Analyst
Multimedia,3,6,4,3,3,6,9,0,4,4,4,2,4,3,1,IM,3D Visualizer
IT,6,10,8,10,4,7,7,8,6,10,2,8,9,8,9,IT,SEO
Cyber,4,2,2,4,10,0,2,9,8,8,4,2,2,3,4,Cyber,Network Administrator
Cyber,1,0,3,2,7,2,2,10,10,10,1,2,0,3,4,Cyber,Security Engineer
Cyber,2,1,1,4,8,0,3,8,8,7,3,4,2,4,2,Cyber,IT Auditor
Business,3,1,3,0,1,9,0,8,8,10,6,7,1,2,9,ISE,Information Security Analyst
Business,0,2,0,0,1,8,0,9,6,9,10,10,1,0,9,ISE,Data Analyst
Networking,3,1,0,2,8,3,3,8,9,7,4,4,1,4,0,CSN,Systems Administrator
IT,7,8,7,8,3,8,9,10,7,6,3,8,8,10,7,IT,QA Engineer
Programming,8,9,6,8,2,3,10,1,0,6,4,10,9,9,4,SE,Product Specialist
Multimedia,3,5,0,1,4,8,8,1,1,3,1,1,2,3,1,IM,Game Concept designer
IT,7,8,10,9,2,10,6,9,8,10,3,6,9,6,8,IT,Infrastructure Engineer
Analytics,10,1,3,1,1,8,3,4,1,2,8,8,6,6,1,Data,Business Analyst
Computational  Theory,7,9,7,6,10,6,1,2,3,6,6,9,6,6,3,CS,Technical Consultant
Business,1,4,0,3,3,8,3,6,8,7,8,7,0,4,9,ISE,Business Analyst
Systems,0,4,2,4,6,3,1,9,3,0,4,2,9,10,10,CSE,Network Engineer
Cyber,3,2,4,1,10,0,2,7,8,8,3,0,2,4,4,Cyber,Secure Software Developer
Analytics,6,0,4,1,3,9,4,4,1,1,5,8,9,10,0,Data,Data Consultant
IT,9,5,6,10,0,7,7,8,10,8,1,7,10,10,5,IT,Business Analyst
Computational  Theory,10,6,7,6,10,7,4,1,4,8,9,10,10,6,2,CS,ML Engineer
Analytics,6,3,1,3,4,9,0,0,3,0,10,5,9,8,2,Data,DataBase Engineer
Networking,0,3,0,4,6,0,2,9,6,8,1,2,2,2,0,CSN,Network Designer
Systems,1,4,4,4,7,4,4,8,0,0,2,2,8,6,9,CSE,Computer Support Specialist
Cyber,1,2,3,2,6,2,3,7,10,8,3,3,1,0,2,Cyber,Security Engineer
Analytics,7,4,3,1,0,6,3,3,2,1,8,7,8,9,0,Data,Data Engineer
Networking,0,3,1,3,9,2,0,9,10,6,1,2,1,1,0,CSN,Endpoint Engineer
Analytics,7,2,2,4,2,7,2,0,2,3,5,9,9,7,1,Data,ML Engineer
Multimedia,1,8,3,3,0,6,7,2,1,4,0,3,0,3,4,IM,Multimedia Developer
Systems,3,4,1,1,9,0,4,6,1,4,0,2,9,9,7,CSE,Computer Support Specialist
Networking,4,3,2,2,7,1,0,9,6,8,4,4,1,4,4,CSN,Information Systems Auditor
Multimedia,4,7,4,4,4,6,8,1,0,3,2,2,3,3,3,IM,UI Engineer
Multimedia,1,9,2,4,4,9,7,0,1,4,1,3,0,3,0,IM,3D Visualizer
Multimedia,4,5,0,0,1,7,10,0,2,4,0,0,1,4,0,IM,Multimedia Developer
IT,6,10,10,8,4,10,8,10,6,10,2,8,10,7,5,IT,SEO
