Faculty,Interested_Field,GPA,Work_Experience,TopUp,Career_Choice,Position
Computing,Ethical Hacking and Penetration Testing,3.08,15,Cybersecurity,Ethical Hacker,Associate
Computing,Database Administration,2.78,15,Data Management,Database Administrator,Associate
Computing,Data Modeling,3.05,12,Data Management,Data Modeler,Associate
Computing,Data Warehousing,3.59,11,Data Management,Data Warehousing Specialist,Intern
Computing,Data Integration,3.49,24,Data Management,Data Integration Specialist,Associate
Computing,Data Governance,2.63,8,Data Management,Data Governance Manager,Intern
Computing,Data Quality Management,2.53,10,Data Management,Data Quality Analyst,Intern
Computing,Master Data Management,3.44,7,Data Management,Master Data Manager,Intern
Computing,Big Data Management,3.46,15,Data Management,Big Data Manager,Associate
Computing,Metadata Management,3.49,10,Data Management,Metadata Manager,Intern
Computing,Data Privacy and Protection,3.67,14,Data Management,Data Privacy Specialist,Associate
Computing,Parallel Computing,2.96,7,High Performance Computing,Parallel Computing Specialist,Intern
Computing,Distributed Computing,3.38,18,High Performance Computing,Distributed Computing Specialist,Associate
Computing,GPU Computing,3.16,10,High Performance Computing,GPU Computing Specialist,Intern
Computing,Cluster Computing,3.5,15,High Performance Computing,Cluster Computing Specialist,Associate
Computing,Supercomputing,3.08,23,High Performance Computing,Supercomputing Specialist,Associate
Computing,High-Performance Algorithms,3.5,2,High Performance Computing,High-Performance Algorithm Developer,Intern
Computing,Scalable Computing,2.71,11,High Performance Computing,Scalable Computing Specialist,Intern
Computing,Performance Tuning and Optimization,2.84,9,High Performance Computing,Performance Tuning Specialist,Intern
Computing,Computational Science,3.35,18,High Performance Computing,Computational Scientist,Associate
Computing,Grid Computing,3.29,9,High Performance Computing,Grid Computing Specialist,Intern
Computing,Support,2.7,3,Information Technology,IT Support Executive,Intern
Computing,Security,2.89,14,Computer System Networking,Information Systems Auditor,Associate
Computing,Support,2.84,9,Information Technology,Support Operations Engineer,Intern
Computing,Infrastructure,3.2,6,Cyber Security,Information Security Analyst,Intern
Computing,Support,3.42,7,Information Technology,Product Support Engineer,Intern
Computing,Software,2.92,5,Computer System,TIBCO DEVELOPERS,Intern
Computing,Admin,2.97,12,Information Technology,System Administrator,Associate
Computing,ERP,3.3,8,Information Technology,ERP Support Executive,Intern
Computing,System,2.87,0,Information Technology,System Support Engineer,Intern
Computing,Design,2.59,9,Computer System Networking,Audio Visual Technician,Intern
Computing,Support,2.68,0,Information System Engineering,Site Support Engineer,Intern
Computing,Network Troubleshooting and Support,2.54,15,Networking,Network Support Specialist,Associate
Computing,Network Security Management,3,12,Networking,Network Security Manager,Associate
Computing,Network Planning and Design,3.54,13,Networking,Network Planner,Associate
Computing,Wireless Networking,2.98,7,Networking,Wireless Network Engineer,Intern
Computing,Network Protocols and Standards,2.78,6,Networking,Network Protocol Specialist,Intern
Computing,Network Performance Optimization,3.01,1,Networking,Network Performance Engineer,Intern
Computing,Network Virtualization,2.68,11,Networking,Network Virtualization Specialist,Intern
Computing,Network Traffic Analysis,3.58,21,Networking,Network Traffic Analyst,Associate
Computing,Network Device Configuration and Management,2.81,16,Networking,Network Device Manager,Associate
Computing,Cyber Threat Intelligence,2.71,7,Cybersecurity,Threat Intelligence Analyst,Intern
Computing,Security Operations and Incident Response,2.62,11,Cybersecurity,Security Operations Analyst,Intern
Computing,Vulnerability Assessment and Management,3.66,10,Cybersecurity,Vulnerability Management Specialist,Intern
Computing,Network Security,3.26,20,Cybersecurity,Network Security Engineer,Associate
Computing,Web Application Security,3.55,17,Cybersecurity,Web Application Security Specialist,Associate
Computing,Cryptography,3.25,2,Cybersecurity,Cryptography Expert,Intern
Computing,Identity and Access Management,3.28,15,Cybersecurity,IAM Specialist,Associate
Computing,Security Auditing and Compliance,3.67,17,Cybersecurity,Security Compliance Analyst,Associate
Computing,Risk Management and Governance,3.12,13,Cybersecurity,Cybersecurity Risk Manager,Associate
Computing,Ethical Hacking and Penetration Testing,3.08,15,Cybersecurity,Ethical Hacker,Associate
Computing,Database Administration,2.78,15,Data Management,Database Administrator,Associate
Computing,Data Modeling,3.05,12,Data Management,Data Modeler,Associate
Computing,Data Warehousing,3.59,11,Data Management,Data Warehousing Specialist,Intern
Computing,Data Integration,3.49,24,Data Management,Data Integration Specialist,Associate
Computing,Data Governance,2.63,8,Data Management,Data Governance Manager,Intern
Computing,Data Quality Management,2.53,10,Data Management,Data Quality Analyst,Intern
Computing,Master Data Management,3.44,7,Data Management,Master Data Manager,Intern
Computing,Big Data Management,3.46,15,Data Management,Big Data Manager,Associate
Computing,Metadata Management,3.49,10,Data Management,Metadata Manager,Intern
Computing,Data Privacy and Protection,3.67,14,Data Management,Data Privacy Specialist,Associate
Computing,Parallel Computing,2.96,7,High Performance Computing,Parallel Computing Specialist,Intern
Computing,Distributed Computing,3.38,18,High Performance Computing,Distributed Computing Specialist,Associate
Computing,GPU Computing,3.16,10,High Performance Computing,GPU Computing Specialist,Intern
Computing,Cluster Computing,3.5,15,High Performance Computing,Cluster Computing Specialist,Associate
Computing,Supercomputing,3.08,23,High Performance Computing,Supercomputing Specialist,Associate
Computing,High-Performance Algorithms,3.5,2,High Performance Computing,High-Performance Algorithm Developer,Intern
Computing,Scalable Computing,2.71,11,High Performance Computing,Scalable Computing Specialist,Intern
Computing,Performance Tuning and Optimization,2.84,9,High Performance Computing,Performance Tuning Specialist,Intern
Computing,Computational Science,3.35,18,High Performance Computing,Computational Scientist,Associate
Computing,Grid Computing,3.29,9,High Performance Computing,Grid Computing Specialist,Intern
Computing,Support,2.7,3,Information Technology,IT Support Executive,Intern
Computing,Security,2.89,14,Computer System Networking,Information Systems Auditor,Associate
Computing,Support,2.84,9,Information Technology,Support Operations Engineer,Intern
Computing,Infrastructure,3.2,6,Cyber Security,Information Security Analyst,Intern
Computing,Support,3.42,7,Information Technology,Product Support Engineer,Intern
Computing,Software,2.92,5,Computer System,TIBCO DEVELOPERS,Intern
Computing,Cyber Threat Intelligence,3.33,4,Cybersecurity,Threat Intelligence Analyst,Intern
Computing,Security Operations and Incident Response,2.55,17,Cybersecurity,Security Operations Analyst,Associate
Computing,Vulnerability Assessment and Management,3.41,7,Cybersecurity,Vulnerability Management Specialist,Intern
Computing,Network Security,2.97,2,Cybersecurity,Network Security Engineer,Intern
Computing,Web Application Security,3.52,11,Cybersecurity,Web Application Security Specialist,Intern
Computing,Cryptography,3.69,11,Cybersecurity,Cryptography Expert,Intern
Computing,Identity and Access Management,2.78,12,Cybersecurity,IAM Specialist,Associate
Computing,Security Auditing and Compliance,3.04,1,Cybersecurity,Security Compliance Analyst,Intern
Computing,Risk Management and Governance,3.09,8,Cybersecurity,Cybersecurity Risk Manager,Intern
Computing,Ethical Hacking and Penetration Testing,2.89,14,Cybersecurity,Ethical Hacker,Associate
Computing,Database Administration,3.42,12,Data Management,Database Administrator,Associate
Computing,Data Modeling,3.51,7,Data Management,Data Modeler,Intern
Computing,Data Warehousing,3.5,17,Data Management,Data Warehousing Specialist,Associate
Computing,"Data Integration and ETL (Extract, Transform, Load)",3.47,16,Data Management,Data Integration Specialist,Associate
Computing,Data Governance,2.75,11,Data Management,Data Governance Manager,Intern
Computing,Data Quality Management,2.59,4,Data Management,Data Quality Analyst,Intern
Computing,Master Data Management,3.47,3,Data Management,Master Data Manager,Intern
Computing,Big Data Management,3.46,6,Data Management,Big Data Manager,Intern
Computing,Metadata Management,3.51,6,Data Management,Metadata Manager,Intern
Computing,Data Privacy and Protection,3,6,Data Management,Data Privacy Specialist,Intern
Computing,Parallel Computing,2.97,3,High Performance Computing,Parallel Computing Specialist,Intern
Computing,Distributed Computing,3.23,13,High Performance Computing,Distributed Computing Specialist,Associate
Computing,GPU Computing,2.76,6,High Performance Computing,GPU Computing Specialist,Intern
Computing,Cluster Computing,3.05,9,High Performance Computing,Cluster Computing Specialist,Intern
Computing,Supercomputing,3.6,6,High Performance Computing,Supercomputing Specialist,Intern
Computing,High-Performance Algorithms,2.53,7,High Performance Computing,High-Performance Algorithm Developer,Intern
Computing,Scalable Computing,2.64,14,High Performance Computing,Scalable Computing Specialist,Associate
Computing,Performance Tuning and Optimization,2.6,16,High Performance Computing,Performance Tuning Specialist,Associate
Computing,Computational Science,3.6,17,High Performance Computing,Computational Scientist,Associate
Computing,Grid Computing,3.15,15,High Performance Computing,Grid Computing Specialist,Associate
Engineering,Wireless Communication Systems,3.46,11,Telecommunication Engineering,Telecommunication Engineer,Intern
Engineering,Mobile Network Planning and Optimization,2.59,17,Telecommunication Engineering,Mobile Network Engineer,Associate
Engineering,Fiber Optic Communication,3.23,4,Telecommunication Engineering,Fiber Optic Engineer,Intern
Engineering,Satellite Communication,3.05,11,Telecommunication Engineering,Satellite Communication Engineer,Intern
Engineering,Network Protocols and Standards,2.96,3,Telecommunication Engineering,Network Protocol Specialist,Intern
Engineering,Wireless Sensor Networks,3.25,14,Telecommunication Engineering,Wireless Sensor Network Engineer,Associate
Engineering,Radio Frequency Engineering,3.48,7,Telecommunication Engineering,RF Engineer,Intern
Engineering,Telecommunication Network Design and Management,2.91,3,Telecommunication Engineering,Telecommunication Network Engineer,Intern
Engineering,Broadband Communication,2.83,15,Telecommunication Engineering,Broadband Communication Engineer,Associate
Engineering,Telecommunication Infrastructure Management,2.54,8,Telecommunication Engineering,Telecommunication Infrastructure Manager,Intern
Engineering,Biomedical Instrumentation,3.63,7,Telecommunication Engineering,Biomedical Instrumentation Engineer,Intern
Engineering,Medical Imaging and Radiology,2.94,3,Telecommunication Engineering,Medical Imaging Engineer,Intern
Engineering,Biomechanics,2.94,11,Telecommunication Engineering,Biomechanical Engineer,Intern
Engineering,Rehabilitation Engineering,2.51,13,Telecommunication Engineering,Rehabilitation Engineer,Associate
Engineering,Biomedical Signal Processing,2.52,10,Telecommunication Engineering,Biomedical Signal Processing Engineer,Intern
Engineering,Biomaterials and Tissue Engineering,3.31,9,Telecommunication Engineering,Biomaterials Engineer,Intern
Engineering,Medical Device Development,3.4,13,Telecommunication Engineering,Medical Device Engineer,Associate
Engineering,Clinical Engineering,3.35,14,Telecommunication Engineering,Clinical Engineer,Associate
Engineering,Biomedical Instrumentation,3.18,16,Biomedical Engineering,Biomedical Instrumentation Engineer,Associate
Engineering,Medical Imaging and Radiology,2.59,6,Biomedical Engineering,Medical Imaging Engineer,Intern
Engineering,Biomechanics,3.32,10,Biomedical Engineering,Biomechanical Engineer,Intern
Engineering,Rehabilitation Engineering,3.31,7,Biomedical Engineering,Rehabilitation Engineer,Intern
Engineering,Biomedical Signal Processing,2.59,13,Biomedical Engineering,Biomedical Signal Processing Engineer,Associate
Engineering,Biomaterials and Tissue Engineering,2.57,12,Biomedical Engineering,Biomaterials Engineer,Associate
Engineering,Medical Device Development,3.64,12,Biomedical Engineering,Medical Device Engineer,Associate
Engineering,Clinical Engineering,2.54,5,Biomedical Engineering,Clinical Engineer,Intern
Engineering,Biomedical Research and Development,2.97,7,Biomedical Engineering,Biomedical Research Scientist,Intern
Engineering,Biomedical Research and Development,3.28,9,Biomedical Engineering,Biomedical Research Scientist,Intern
Engineering,Structural Engineering,2.89,3,Civil Engineering,Structural Engineer,Intern
Engineering,Transportation Engineering,2.54,16,Civil Engineering,Transportation Engineer,Associate
Engineering,Geotechnical Engineering,3.53,16,Civil Engineering,Geotechnical Engineer,Associate
Engineering,Environmental Engineering,3,1,Civil Engineering,Environmental Engineer,Intern
Engineering,Construction Management,3.51,8,Civil Engineering,Construction Manager,Intern
Engineering,Water Resources Engineering,3.5,9,Civil Engineering,Water Resources Engineer,Intern
Engineering,Urban Planning and Design,3.4,7,Civil Engineering,Urban Planner,Intern
Engineering,Highway Engineering,2.95,5,Civil Engineering,Highway Engineer,Intern
Engineering,Sustainable Building Design,3.5,10,Civil Engineering,Sustainable Building Designer,Intern
Engineering,Artificial Intelligence,3.21,7,Computer Science,AI Engineer,Intern
